ROUTE,avg_dep_delay,cancel_rate,flight_count,risk_score
BNA-PHL,8.504302925989673,0.024096385542168676,581,0.008173725737048554
BNA-PHX,12.538602941176471,0.01838235294117647,544,0.15576372997437368
BNA-RDU,9.811676082862524,0.022598870056497175,531,0.06957380946339023
BNA-TPA,8.636851520572451,0.03398926654740608,559,0.399269346038526
BOI-DEN,7.108452950558214,0.025518341307814992,627,-0.06415985303291266
BOI-SEA,4.127329192546584,0.003105590062111801,966,-1.1937648074246991
BOS-ATL,10.836557059961315,0.0029013539651837525,1034,-0.5920380850771932
BOS-BWI,7.222087378640777,0.021844660194174758,824,-0.19459571314285523
BOS-CLT,9.95971351835273,0.010743061772605193,1117,-0.37124082388896573
BOS-DCA,5.202591792656587,0.020734341252699785,2315,-0.4206152642260922
BOS-DEN,8.633241758241759,0.04532967032967033,728,0.8334575260667076
BOS-DFW,13.732941176470588,0.0058823529411764705,850,-0.2146742312460041
BOS-DTW,9.832236842105264,0.008223684210526315,608,-0.479354292059308
BOS-EWR,1.2043243243243242,0.023783783783783784,925,-0.6670273917164479
BOS-FLL,21.930365296803654,0.023972602739726026,876,1.2232263437375042
BOS-JFK,8.731514716439339,0.012203876525484566,1393,-0.4268539115464463
BOS-LAX,9.602422907488986,0.0022026431718061676,908,-0.7309342685278004
BOS-LGA,8.443123061013443,0.025336091003102378,1934,0.05011561445568957
BOS-MCO,21.535444947209655,0.013574660633484163,1326,0.7889417154986498
BOS-MIA,10.697495183044316,0.012524084778420038,1038,-0.2359700471144973
BOS-ORD,8.011387900355873,0.025622775800711744,1405,0.02187580792274163
BOS-PBI,20.689138576779026,0.00749063670411985,534,0.4789384338850483
BOS-PHL,7.793201133144476,0.0113314447592068,1059,-0.5455302163014737
BOS-PHX,16.627056672760514,0.0018281535648994515,547,-0.10707542694263705
BOS-RDU,10.164285714285715,0.010714285714285714,560,-0.3537574421226695
BOS-RSW,19.708683473389357,0.00980392156862745,714,0.4784965928390461
BOS-SFO,15.373015873015873,0.017006802721088437,882,0.3605728545076767
BOS-TPA,19.276119402985074,0.014925373134328358,670,0.6354292182646593
BUF-JFK,8.953101361573374,0.060514372163388806,661,1.4443309895447194
BUR-LAS,11.902985074626866,0.025186567164179104,1072,0.3587246704205828
BUR-OAK,4.656593406593407,0.023351648351648352,728,-0.3699366515443935
